syn_name	taxon_level	taxon_name	class_name	subclass_or_superorder_name	order_name	suborder_name	superfamily_name	family_name	subfamily_name	tribe_name	genus_name	species_name	author	STG_TIME_STAMP
Hyoboops africanus	species	Sivameryx africanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Anthracotheriidae	Bothriodontinae		Sivameryx	africanus		2025/02/28 13:33:17.783
Hyoboops moneyi	species	Sivameryx moneyi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Anthracotheriidae	Bothriodontinae		Sivameryx	moneyi		2025/02/28 13:33:17.783
Hyoboops palaeindicus	species	Sivameryx palaeindicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Anthracotheriidae	Bothriodontinae		Sivameryx	palaeindicus		2025/02/28 13:33:17.783
Sivameryx palaeindicum	species	Sivameryx palaeindicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Anthracotheriidae	Bothriodontinae		Sivameryx	palaeindicus		2025/02/28 13:33:17.783
Anthracotherium birmanicum	species	Anthracokeryx birmanicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Anthracotheriidae	Microbunodontinae		Anthracokeryx	birmanicus		2025/02/28 13:33:17.783
Anthracotherium birmanicus	species	Anthracokeryx birmanicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Anthracotheriidae	Microbunodontinae		Anthracokeryx	birmanicus		2025/02/28 13:33:17.783
Afrotragus premelampus	species	Aepyceros premelampus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Aepycerotini	Aepyceros	premelampus		2025/02/28 13:33:17.783
Dytikodorcas libycus	species	Afrotragus libycus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Afrotragus	libycus		2025/02/28 13:33:17.783
Prostrepsiceros libycus	species	Afrotragus libycus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Afrotragus	libycus		2025/02/28 13:33:17.783
Antidorcas marsupiallis	species	Antidorcas marsupialis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Antidorcas	marsupialis		2025/02/28 13:33:17.783
Bubalus bubalus	species	Bubalus bubalis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Bubalus	bubalis		2025/02/28 13:33:17.783
Hemitragus albus	species	Capra alba	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Capra	alba		2025/02/28 13:33:17.783
Cephalophus indet	species	Cephalophus parvus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Cephalophus	parvus		2025/02/28 13:33:17.783
Antilope tournoueri	species	Connochaetes tournoueri	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Alcelaphini	Connochaetes	tournoueri		2025/02/28 13:33:17.783
Oreonagor tournoueri	species	Connochaetes tournoueri	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Alcelaphini	Connochaetes	tournoueri		2025/02/28 13:33:17.783
Parmularius eppsi	species	Damaliscus eppsi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Alcelaphini	Damaliscus	eppsi		2025/02/28 13:33:17.783
Numidocapra porrocornutus	species	Damaliscus porrocurnutus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Alcelaphini	Damaliscus	porrocurnutus		2025/02/28 13:33:17.783
Damalborea elisabethane	species	Damalops sidihakomai	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Damalops	sidihakomai		2025/02/28 13:33:17.783
Phenacotragus vanhoepeni	species	Gazella vanhoepeni	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Gazella	vanhoepeni		2025/02/28 13:33:17.783
Antilospira gromovae	species	Gazellospira gromovae	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Gazellospira	gromovae	Dmitrieva, 1975	2025/02/28 13:33:17.783
Gazella torticornis	species	Gazellospira torticornis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Gazellospira	torticornis		2025/02/28 13:33:17.783
Pseudotragus gentry	species	Gentrytragus gentryi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Gentrytragus	gentryi		2025/02/28 13:33:17.783
Pseudotragus gentryi	species	Gentrytragus gentryi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Gentrytragus	gentryi		2025/02/28 13:33:17.783
Hemibos antilopinus	species	Hemibos antelopinus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Hemibos	antelopinus		2025/02/28 13:33:17.783
Oioceros tanyceros	species	Hypsodontus tanyceras	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Hypsodontus	tanyceras		2025/02/28 13:33:17.783
Protragocerus labidotus	species	Kipsigicerus labidotus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Kipsigicerus	labidotus		2025/02/28 13:33:17.783
Kobus oricornis	species	Kobus oricornus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Reduncini	Kobus	oricornus		2025/02/28 13:33:17.783
Hypsodontus sokolovi	species	Kubanotragus sokolovi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Kubanotragus	sokolovi		2025/02/28 13:33:17.783
Premadoqua avifluminis	species	Madoqua avifluminis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Neotragini	Madoqua	avifluminis	Dietrich 1950	2025/02/28 13:33:17.783
Palaeoreas elegans	species	Majoreas elegans	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Majoreas	elegans		2025/02/28 13:33:17.783
Prostrepsiceros elegans	species	Majoreas elegans	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Majoreas	elegans		2025/02/28 13:33:17.783
Prostrepsiceros woodwardi	species	Majoreas woodwardi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Majoreas	woodwardi		2025/02/28 13:33:17.783
Lunatoceras mirum	species	Megalotragus priscus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Alcelaphini	Megalotragus	priscus		2025/02/28 13:33:17.783
Megalovis gaungxiensis	species	Megalovis guangxiensis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Megalovis	guangxiensis		2025/02/28 13:33:17.783
Mirabilocerus brevicornis	species	Miotragocerus brevicornis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	brevicornis		2025/02/28 13:33:17.783
Mirabilocerus maius	species	Miotragocerus maius	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	maius		2025/02/28 13:33:17.783
Tragocerus maius	species	Miotragocerus maius	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	maius		2025/02/28 13:33:17.783
Dystychocerus gaudryi	species	Miotragocerus valenciennesi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	valenciennesi		2025/02/28 13:33:17.783
Graecoryx valenciennesi	species	Miotragocerus valenciennesi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	valenciennesi		2025/02/28 13:33:17.783
Miotragocerus gaudryi	species	Miotragocerus valenciennesi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	valenciennesi		2025/02/28 13:33:17.783
Miotragoceus valenciennesi	species	Miotragocerus valenciennesi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	valenciennesi		2025/02/28 13:33:17.783
Mirabilocerus  vallenciennesi	species	Miotragocerus valenciennesi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	valenciennesi		2025/02/28 13:33:17.783
Pikermicerus gaudryi	species	Miotragocerus valenciennesi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	valenciennesi		2025/02/28 13:33:17.783
Tragocerus valenciennesi	species	Miotragocerus valenciennesi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	valenciennesi		2025/02/28 13:33:17.783
Tragoportax gaudryi	species	Miotragocerus valenciennesi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Miotragocerus	valenciennesi		2025/02/28 13:33:17.783
Nemorhaedus caudatus	species	Naemorhedus caudatus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Naemorhedus	caudatus		2025/02/28 13:33:17.783
Nemorhaedus cinereus	species	Naemorhedus cinereus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Naemorhedus	cinereus		2025/02/28 13:33:17.783
Nemorhaedus goral	species	Naemorhedus goral	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Naemorhedus	goral		2025/02/28 13:33:17.783
Nemorhaedus milneedwardsi	species	Naemorhedus milneedwardsi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Naemorhedus	milneedwardsi		2025/02/28 13:33:17.783
Nemorhaedus sumatraensis	species	Naemorhedus sumatraensis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Naemorhedus	sumatraensis		2025/02/28 13:33:17.783
Gazella dama	species	Nanger dama	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Nanger	dama		2025/02/28 13:33:17.783
Gazella granti	species	Nanger granti	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Nanger	granti		2025/02/28 13:33:17.783
Antilope oreotragus	species	Oreotragus oreotragus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Neotragini	Oreotragus	oreotragus		2025/02/28 13:33:17.783
Paleoreas zouavei	species	Palaeoreas lindermayeri	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Palaeoreas	lindermayeri		2025/02/28 13:33:17.783
Oioceros wegneri	species	Paraoioceros wegneri	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Paraoioceros	wegneri		2025/02/28 13:33:17.783
Paraoioceros improvisus	species	Paraoioceros wegneri	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Paraoioceros	wegneri		2025/02/28 13:33:17.783
Oryx deturi	species	Praedamalis deturi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Hippotragini	Praedamalis	deturi		2025/02/28 13:33:17.783
Oryx howelli	species	Praedamalis howelli	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Hippotragini	Praedamalis	howelli		2025/02/28 13:33:17.783
Gazella gutturosa	species	Procapra gutturosa	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Procapra	gutturosa		2025/02/28 13:33:17.783
Helicotragus rotundicornis	species	Prostrepsiceros rotundicornis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Prostrepsiceros	rotundicornis		2025/02/28 13:33:17.783
Prostrepsiceros houtumschindleri	species	Prostrepsiceros syridisi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Prostrepsiceros	syridisi		2025/02/28 13:33:17.783
Hemistrepsiceros zitteli	species	Prostrepsiceros zitteli	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Antilopini	Prostrepsiceros	zitteli		2025/02/28 13:33:17.783
Pseudotragus capricornis	species	Protoryx capricornis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Protoryx	capricornis		2025/02/28 13:33:17.783
Pseudotragus longicornis	species	Protoryx capricornis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Protoryx	capricornis		2025/02/28 13:33:17.783
Pachytragus crassicornis	species	Protoryx crassicornis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Protoryx	crassicornis		2025/02/28 13:33:17.783
Pachytragus solignaci	species	Protoryx solignaci	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Protoryx	solignaci		2025/02/28 13:33:17.783
Miotragocerus gluten	species	Protragocerus gluten	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Protragocerus	gluten		2025/02/28 13:33:17.783
Strepsiportax gluten	species	Protragocerus gluten	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Protragocerus	gluten		2025/02/28 13:33:17.783
Numidocapra arambourgi	species	Rabaticeras arambourgi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Rabaticeras	arambourgi		2025/02/28 13:33:17.783
Antilope melanotis	species	Raphicerus melanotis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Neotragini	Raphicerus	melanotis		2025/02/28 13:33:17.783
Ugandax demissum	species	Simatherium demissum	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Bovini	Simatherium	demissum		2025/02/28 13:33:17.783
Pachytragus laticeps	species	Skoufotragus laticeps	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Skoufotragus	laticeps		2025/02/28 13:33:17.783
Pseudotragus parvidens	species	Sporadotragus parvidens	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Sporadotragus	parvidens		2025/02/28 13:33:17.783
Simatherium shungurense	species	Syncerus acoelotus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Bovini	Syncerus	acoelotus		2025/02/28 13:33:17.783
Pelorovis antiquus	species	Syncerus antiquus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Bovini	Syncerus	antiquus		2025/02/28 13:33:17.783
Bathyleptodon aberrans	species	Syncerus caffer	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Bovini	Syncerus	caffer		2025/02/28 13:33:17.783
Bos caffer	species	Syncerus caffer	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Bovini	Syncerus	caffer		2025/02/28 13:33:17.783
Homoioceras singae	species	Syncerus caffer	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Bovini	Syncerus	caffer		2025/02/28 13:33:17.783
Tragelaphus oryx	species	Taurotragus oryx	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Tragelaphini	Taurotragus	oryx		2025/02/28 13:33:17.783
Tethytragus koehleri	species	Tethytragus koehlerae	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Tethytragus	koehlerae		2025/02/28 13:33:17.783
Caprotragoides stehlini	species	Tethytragus stehlini	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Tethytragus	stehlini		2025/02/28 13:33:17.783
Tetraceros quadricornis	species	Tetracerus quadricornis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae			Tetracerus	quadricornis		2025/02/28 13:33:17.783
Taurotragus gaudryi	species	Tragelaphus gaudryi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Tragelaphini	Tragelaphus	gaudryi		2025/02/28 13:33:17.783
Strepsiceros strepsiceros	species	Tragelaphus strepsiceros	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Tragelaphini	Tragelaphus	strepsiceros		2025/02/28 13:33:17.783
Miotragocerus cyrenaicus	species	Tragoportax cyrenaicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Tragoportax	cyrenaicus		2025/02/28 13:33:17.783
Miotragocerus rugosifrons	species	Tragoportax rugosifrons	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Tragoportax	rugosifrons		2025/02/28 13:33:17.783
Miotragocerus spectabilis	species	Tragoportax spectabilis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Tragoportax	spectabilis		2025/02/28 13:33:17.783
Tragocerus spectabilis	species	Tragoportax spectabilis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae		Boselaphini	Tragoportax	spectabilis		2025/02/28 13:33:17.783
Damalborea sp	species	Damalborea grayi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Alcelaphinae		Damalborea	grayi		2025/02/28 13:33:17.783
Damalops denendorae	species	Damalborea grayi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Alcelaphinae		Damalborea	grayi		2025/02/28 13:33:17.783
Damalops grayi	species	Damalborea grayi	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Alcelaphinae		Damalborea	grayi		2025/02/28 13:33:17.783
Parurmiatherium rugosifrons	species	Urmiatherium rugosifrons	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Antilopinae		Urmiatherium	rugosifrons		2025/02/28 13:33:17.783
Bibos palaesondaicus	species	Bibos palaesondaicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Bovinae		Bibos	palaesondaicus		2025/02/28 13:33:17.783
Dmanisibos georgicus	species	Bison georgicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Bovinae		Bison	georgicus		2025/02/28 13:33:17.783
Eobison georgicus	species	Bison georgicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Bovinae		Bison	georgicus		2025/02/28 13:33:17.783
Pelorovis bubaloides	species	Bos bubaloides	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Bovinae		Bos	bubaloides		2025/02/28 13:33:17.783
Pelorovis praeafricanus	species	Bos praeafricanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Bovidae	Bovinae		Bos	praeafricanus		2025/02/28 13:33:17.783
Cervalces americanus	species	Cervalces scotti	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae		Alceini	Cervalces	scotti	Lydekker, 1898	2025/02/28 13:33:17.783
Cervus scotti	species	Cervalces scotti	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae		Alceini	Cervalces	scotti	Lydekker, 1898	2025/02/28 13:33:17.783
Elaphurus bifurcutus	species	Elaphurus bifurcatus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Elaphurus	bifurcatus		2025/02/28 13:33:17.783
Eucladoceros ctenoides senezensis	species	Eucladoceros ctenoides	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Eucladoceros	ctenoides		2025/02/28 13:33:17.783
Eucladoceros falconeri	species	Eucladoceros ctenoides	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Eucladoceros	ctenoides		2025/02/28 13:33:17.783
Eucladoceros senezensis	species	Eucladoceros ctenoides	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Eucladoceros	ctenoides		2025/02/28 13:33:17.783
Eucladoceros tegulensis	species	Eucladoceros ctenoides	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Eucladoceros	ctenoides		2025/02/28 13:33:17.783
Cervus dicranios	species	Eucladoceros dicranios	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Eucladoceros	dicranios		2025/02/28 13:33:17.783
Cervus dicranius	species	Eucladoceros dicranios	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Eucladoceros	dicranios		2025/02/28 13:33:17.783
Eucladoceros sedgwicki	species	Eucladoceros dicranios	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Eucladoceros	dicranios		2025/02/28 13:33:17.783
Euprox dicranoceros	species	Euprox dicranocerus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Euprox	dicranocerus		2025/02/28 13:33:17.783
Alces gallicus	species	Libralces gallicus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Libralces	gallicus		2025/02/28 13:33:17.783
Cervalces gallicus	species	Libralces gallicus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Libralces	gallicus		2025/02/28 13:33:17.783
Cervus pardinensis	species	Metacervocerus pardinensis	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Metacervocerus	pardinensis		2025/02/28 13:33:17.783
Cervus rhenanus	species	Metacervocerus rhenanus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Metacervocerus	rhenanus		2025/02/28 13:33:17.783
Pseudodama rhenanus	species	Metacervocerus rhenanus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Metacervocerus	rhenanus		2025/02/28 13:33:17.783
Pliocervulus australis	species	Paracervulus australis	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Paracervulus	australis		2025/02/28 13:33:17.783
Stehlinoceros elegantulus	species	Paradicrocerus elegantulus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Paradicrocerus	elegantulus		2025/02/28 13:33:17.783
Stephanocemas elegantulus	species	Paradicrocerus elegantulus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Paradicrocerus	elegantulus		2025/02/28 13:33:17.783
Pliocervus pentelicus	species	Pliocervus pentelici	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Pliocervus	pentelici		2025/02/28 13:33:17.783
Megaloceros solilhacus	species	Praemegaceros solilhacus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Praemegaceros	solilhacus		2025/02/28 13:33:17.783
Megaceroides verticornis	species	Praemegaceros verticornis	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Praemegaceros	verticornis		2025/02/28 13:33:17.783
Megaloceros verticornis	species	Praemegaceros verticornis	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Praemegaceros	verticornis		2025/02/28 13:33:17.783
Lagomeryx  flerovi	species	Procervulus flerovi	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Procervulus	flerovi		2025/02/28 13:33:17.783
Paradicrocerus flerovi	species	Procervulus flerovi	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Procervulus	flerovi		2025/02/28 13:33:17.783
Megaloceros flabellatus	species	Sinomegaceros flabellatus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Sinomegaceros	flabellatus		2025/02/28 13:33:17.783
Megaloceros ordosianus	species	Sinomegaceros ordosianus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Sinomegaceros	ordosianus		2025/02/28 13:33:17.783
Megaloceros pachyosteus	species	Sinomegaceros pachyosteus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae			Sinomegaceros	pachyosteus		2025/02/28 13:33:17.783
Axis kuhli	species	Axis kuhlii	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae	Cervinae		Axis	kuhlii		2025/02/28 13:33:17.783
Cervus acoronatus	species	Cervus elaphus	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae	Cervinae		Cervus	elaphus		2025/02/28 13:33:17.783
Cervus elaphoides	species	Cervus reichenaui	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae	Cervinae		Cervus	reichenaui	Kahlke, 1995	2025/02/28 13:33:17.783
Rusa unicolor	species	Cervus unicolor	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae	Cervinae		Cervus	unicolor		2025/02/28 13:33:17.783
Lagomeryx praestans	species	Ligeromeryx praestans	MAMMALIA	EUTHERIA	ARTIODACTYLA		Cervoidea	Cervidae	Lagomerycinae		Ligeromeryx	praestans		2025/02/28 13:33:17.783
Hypsodontus pickfordi	species	Nyanzameryx pickfordi	MAMMALIA	EUTHERIA	ARTIODACTYLA		Giraffoidea	Climacoceratidae			Nyanzameryx	pickfordi	Morales, 2003	2025/02/28 13:33:17.783
Gujaratia indica	species	Diacodexis indicus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dichobunidae	Diacodexeinae		Diacodexis	indicus		2025/02/28 13:33:17.783
Aletomeryx lugni	species	Aletomeryx gracilis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Aletomerycinae		Aletomeryx	gracilis		2025/02/28 13:33:17.783
Aletomeryx scotti	species	Aletomeryx gracilis	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Aletomerycinae		Aletomeryx	gracilis		2025/02/28 13:33:17.783
Sinclairomeryx sinclairi	species	Sinclairomeryx riparius	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Aletomerycinae		Sinclairomeryx	riparius	C Janis	2025/02/28 13:33:17.783
Sinclairomeryx tedi	species	Sinclairomeryx riparius	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Aletomerycinae		Sinclairomeryx	riparius	C Janis	2025/02/28 13:33:17.783
Barbouromeryx cursor	species	Barbouromeryx trigonocorneus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Barbouromeryx	trigonocorneus		2025/02/28 13:33:17.783
Barbouromeryx(Probarbouromeryx sweeti	species	Barbouromeryx trigonocorneus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Barbouromeryx	trigonocorneus		2025/02/28 13:33:17.783
Barbouromeryx(Protobarbouromer marslandensis	species	Barbouromeryx trigonocorneus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Barbouromeryx	trigonocorneus		2025/02/28 13:33:17.783
Blastomeryx vigoratus	species	Barbouromeryx trigonocorneus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Barbouromeryx	trigonocorneus		2025/02/28 13:33:17.783
Blastomeryx(Parablastomeryx) galushi	species	Barbouromeryx trigonocorneus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Barbouromeryx	trigonocorneus		2025/02/28 13:33:17.783
Bouromeryx milleri	species	Bouromeryx americanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Bouromeryx	americanus		2025/02/28 13:33:17.783
Bouromeryx nebraskensis	species	Bouromeryx americanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Bouromeryx	americanus		2025/02/28 13:33:17.783
Bouromeryx pawniensis	species	Bouromeryx americanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Bouromeryx	americanus		2025/02/28 13:33:17.783
Bouromeryx pseudonebraskensis	species	Bouromeryx americanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Bouromeryx	americanus		2025/02/28 13:33:17.783
Bouromeryx supernebraskensis	species	Bouromeryx americanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Bouromeryx	americanus		2025/02/28 13:33:17.783
Dromomeryx americanus	species	Bouromeryx americanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Bouromeryx	americanus		2025/02/28 13:33:17.783
Dromomeryx madisonensis	species	Bouromeryx americanus	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Bouromeryx	americanus		2025/02/28 13:33:17.783
Cranioceras clarendonesis	species	Cranioceras teres	MAMMALIA	EUTHERIA	ARTIODACTYLA			Dromomerycidae	Cranioceratidae		Cranioceras	teres		2025/02/28 13:33:17.783
