taxon_level	taxon_name	class_name	subclass_or_superorder_name	order_name	suborder_name	superfamily_name	family_name	subfamily_name	tribe_name	genus_name	species_name	author	STG_TIME_STAMP
species	Micromys praeminutus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Micromys	praeminutus		2024/12/13 12:13:40.574
species	Micromys steffensi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Micromys	steffensi	Van de Weerd, 1979	2024/12/13 12:13:40.574
species	Micromys tedfordi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Micromys	tedfordi		2024/12/13 12:13:40.574
genus	Millardia	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Millardia			2024/12/13 12:13:40.574
species	Millardia coppensi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Millardia	coppensi		2024/12/13 12:13:40.574
species	Millardia meltada	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Millardia	meltada		2024/12/13 12:13:40.574
species	Millardia taiebi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Millardia	taiebi		2024/12/13 12:13:40.574
genus	Mus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus			2024/12/13 12:13:40.574
species	Mus absconditus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	absconditus		2024/12/13 12:13:40.574
species	Mus aegeaeus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	aegeaeus		2024/12/13 12:13:40.574
species	Mus auctor	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	auctor		2024/12/13 12:13:40.574
species	Mus caroli	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	caroli		2024/12/13 12:13:40.574
species	Mus elegans	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	elegans		2024/12/13 12:13:40.574
species	Mus flynni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	flynni		2024/12/13 12:13:40.574
species	Mus hamidae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	hamidae		2024/12/13 12:13:40.574
species	Mus haouzi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	haouzi		2024/12/13 12:13:40.574
species	Mus indutus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	indutus		2024/12/13 12:13:40.574
species	Mus ique	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	ique		2024/12/13 12:13:40.574
species	Mus jacobsi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	jacobsi		2024/12/13 12:13:40.574
species	Mus jotterandi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	jotterandi		2024/12/13 12:13:40.574
species	Mus linnaeusi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	linnaeusi		2024/12/13 12:13:40.574
species	Mus minutoides	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	minutoides		2024/12/13 12:13:40.574
species	Mus musculus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	musculus		2024/12/13 12:13:40.574
species	Mus narmadaensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	narmadaensis		2024/12/13 12:13:40.574
species	Mus pahari	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	pahari		2024/12/13 12:13:40.574
species	Mus petteri	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	petteri		2024/12/13 12:13:40.574
species	Mus shortridgei	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	shortridgei		2024/12/13 12:13:40.574
species	Mus spretus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Mus	spretus		2024/12/13 12:13:40.574
genus	Niviventer	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Niviventer			2024/12/13 12:13:40.574
species	Niviventer andersoni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Niviventer	andersoni		2024/12/13 12:13:40.574
species	Niviventer confuciacus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Niviventer	confuciacus		2024/12/13 12:13:40.574
species	Niviventer fulvescens	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Niviventer	fulvescens		2024/12/13 12:13:40.574
species	Niviventer niviventer	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Niviventer	niviventer		2024/12/13 12:13:40.574
species	Niviventer preconfucianus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Niviventer	preconfucianus		2024/12/13 12:13:40.574
genus	Occitanomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys			2024/12/13 12:13:40.574
species	Occitanomys adroveri	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	adroveri		2024/12/13 12:13:40.574
species	Occitanomys alcalai	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	alcalai		2024/12/13 12:13:40.574
species	Occitanomys brailloni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	brailloni		2024/12/13 12:13:40.574
species	Occitanomys clauzoni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	clauzoni		2024/12/13 12:13:40.574
species	Occitanomys debruijni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	debruijni		2024/12/13 12:13:40.574
species	Occitanomys ellenbergeri	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	ellenbergeri		2024/12/13 12:13:40.574
species	Occitanomys faillati	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	faillati		2024/12/13 12:13:40.574
species	Occitanomys montheleni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	montheleni		2024/12/13 12:13:40.574
species	Occitanomys neutrum	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	neutrum		2024/12/13 12:13:40.574
species	Occitanomys provocator	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	provocator		2024/12/13 12:13:40.574
species	Occitanomys pusillus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	pusillus		2024/12/13 12:13:40.574
species	Occitanomys sondaari	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	sondaari		2024/12/13 12:13:40.574
species	Occitanomys vandami	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	vandami		2024/12/13 12:13:40.574
genus	Orientalomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys			2024/12/13 12:13:40.574
species	Orientalomys adirganus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys	adirganus		2024/12/13 12:13:40.574
species	Orientalomys galaticus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys	galaticus		2024/12/13 12:13:40.574
species	Orientalomys julinae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys	julinae		2024/12/13 12:13:40.574
species	Orientalomys nata	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys	nata		2024/12/13 12:13:40.574
species	Orientalomys nihowanicus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys	nihowanicus		2024/12/13 12:13:40.574
species	Orientalomys sibiricus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys	sibiricus		2024/12/13 12:13:40.574
species	Orientalomys similis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys	similis		2024/12/13 12:13:40.574
species	Orientalomys sinensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Orientalomys	sinensis		2024/12/13 12:13:40.574
genus	Papagomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Papagomys			2024/12/13 12:13:40.574
genus	Paraethomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys			2024/12/13 12:13:40.574
species	Paraethomys abaigari	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	abaigari		2024/12/13 12:13:40.574
species	Paraethomys anomalus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	anomalus		2024/12/13 12:13:40.574
species	Paraethomys baeticus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	baeticus		2024/12/13 12:13:40.574
species	Paraethomys chikeri	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	chikeri		2024/12/13 12:13:40.574
species	Paraethomys darelbeidae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	darelbeidae		2024/12/13 12:13:40.574
species	Paraethomys debruijni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	debruijni		2024/12/13 12:13:40.574
species	Paraethomys jaegeri	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	jaegeri		2024/12/13 12:13:40.574
species	Paraethomys lissasfensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	lissasfensis		2024/12/13 12:13:40.574
species	Paraethomys meini	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	meini		2024/12/13 12:13:40.574
species	Paraethomys miocaenicus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	miocaenicus		2024/12/13 12:13:40.574
species	Paraethomys pusilius	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	pusilius		2024/12/13 12:13:40.574
species	Paraethomys ras	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	ras		2024/12/13 12:13:40.574
species	Paraethomys rbiae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	rbiae		2024/12/13 12:13:40.574
species	Paraethomys tighennifae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paraethomys	tighennifae		2024/12/13 12:13:40.574
genus	Parapelomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapelomys			2024/12/13 12:13:40.574
species	Parapelomys charkhensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapelomys	charkhensis		2024/12/13 12:13:40.574
species	Parapelomys robertsi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapelomys	robertsi		2024/12/13 12:13:40.574
genus	Parapodemus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus			2024/12/13 12:13:40.574
species	Parapodemus barbarae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	barbarae		2024/12/13 12:13:40.574
species	Parapodemus gaudryi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	gaudryi		2024/12/13 12:13:40.574
species	Parapodemus lugdunensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	lugdunensis		2024/12/13 12:13:40.574
species	Parapodemus meini	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	meini		2024/12/13 12:13:40.574
species	Parapodemus schaubi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	schaubi		2024/12/13 12:13:40.574
species	Parapodemus similis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	similis		2024/12/13 12:13:40.574
genus	Paulamys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Paulamys			2024/12/13 12:13:40.574
genus	Pelomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Pelomys			2024/12/13 12:13:40.574
species	Pelomys europeus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Pelomys	europeus		2024/12/13 12:13:40.574
species	Pelomys orientalis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Pelomys	orientalis		2024/12/13 12:13:40.574
genus	Potwarmus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Potwarmus			2024/12/13 12:13:40.574
species	Potwarmus mahmoodi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Potwarmus	mahmoodi		2024/12/13 12:13:40.574
species	Potwarmus primitivus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Potwarmus	primitivus		2024/12/13 12:13:40.574
species	Potwarmus thailandicus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Potwarmus	thailandicus		2024/12/13 12:13:40.574
genus	Praomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Praomys			2024/12/13 12:13:40.574
species	Praomys abdallahi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Praomys	abdallahi		2024/12/13 12:13:40.574
species	Praomys darelbeidae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Praomys	darelbeidae		2024/12/13 12:13:40.574
species	Praomys eghrisae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Praomys	eghrisae		2024/12/13 12:13:40.574
species	Praomys minor	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Praomys	minor		2024/12/13 12:13:40.574
species	Praomys pomeli	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Praomys	pomeli		2024/12/13 12:13:40.574
species	Praomys skouri	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Praomys	skouri		2024/12/13 12:13:40.574
species	Praomys tighennifae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Praomys	tighennifae		2024/12/13 12:13:40.574
genus	Progonomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys			2024/12/13 12:13:40.574
species	Progonomys cathalai	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	cathalai		2024/12/13 12:13:40.574
species	Progonomys chougrani	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	chougrani		2024/12/13 12:13:40.574
species	Progonomys debruijni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	debruijni		2024/12/13 12:13:40.574
species	Progonomys hispanicus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	hispanicus		2024/12/13 12:13:40.574
species	Progonomys hussaini	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	hussaini		2024/12/13 12:13:40.574
species	Progonomys ibrahimi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	ibrahimi		2024/12/13 12:13:40.574
species	Progonomys mauretanicus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	mauretanicus		2024/12/13 12:13:40.574
species	Progonomys minus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	minus		2024/12/13 12:13:40.574
species	Progonomys morganae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	morganae		2024/12/13 12:13:40.574
species	Progonomys sinensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	sinensis		2024/12/13 12:13:40.574
species	Progonomys woelferi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	woelferi		2024/12/13 12:13:40.574
species	Progonomys yunnanensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	yunnanensis		2024/12/13 12:13:40.574
genus	Pseudomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Pseudomys			2024/12/13 12:13:40.574
species	Pseudomys higginsi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Pseudomys	higginsi		2024/12/13 12:13:40.574
genus	Rattus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus			2024/12/13 12:13:40.574
species	Rattus argentiventer	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	argentiventer		2024/12/13 12:13:40.574
species	Rattus koratensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	koratensis		2024/12/13 12:13:40.574
species	Rattus norvegicus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	norvegicus		2024/12/13 12:13:40.574
species	Rattus rattoides	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	rattoides		2024/12/13 12:13:40.574
species	Rattus rattus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	rattus		2024/12/13 12:13:40.574
species	Rattus subcristata	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	subcristata		2024/12/13 12:13:40.574
species	Rattus tiomanicus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	tiomanicus		2024/12/13 12:13:40.574
species	Rattus trinilensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	trinilensis		2024/12/13 12:13:40.574
species	Rattus turkestanicus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rattus	turkestanicus		2024/12/13 12:13:40.574
genus	Rhabdomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhabdomys			2024/12/13 12:13:40.574
species	Rhabdomys pumilio	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhabdomys	pumilio		2024/12/13 12:13:40.574
genus	Rhagamys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagamys			2024/12/13 12:13:40.574
species	Rhagamys minor	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagamys	minor		2024/12/13 12:13:40.574
species	Rhagamys orthodon	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagamys	orthodon		2024/12/13 12:13:40.574
genus	Rhagapodemus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus			2024/12/13 12:13:40.574
species	Rhagapodemus athenensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus	athenensis		2024/12/13 12:13:40.574
species	Rhagapodemus azzarolii	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus	azzarolii		2024/12/13 12:13:40.574
species	Rhagapodemus ballesioi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus	ballesioi		2024/12/13 12:13:40.574
species	Rhagapodemus frequens	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus	frequens		2024/12/13 12:13:40.574
species	Rhagapodemus hautimagnensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus	hautimagnensis		2024/12/13 12:13:40.574
species	Rhagapodemus primaevus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus	primaevus		2024/12/13 12:13:40.574
species	Rhagapodemus vandeweerdi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus	vandeweerdi		2024/12/13 12:13:40.574
genus	Saharamys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Saharamys			2024/12/13 12:13:40.574
species	Saharamys misrensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Saharamys	misrensis		2024/12/13 12:13:40.574
genus	Saidomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Saidomys			2024/12/13 12:13:40.574
species	Saidomys afarensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Saidomys	afarensis		2024/12/13 12:13:40.574
species	Saidomys afghanensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Saidomys	afghanensis		2024/12/13 12:13:40.574
species	Saidomys alisae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Saidomys	alisae		2024/12/13 12:13:40.574
species	Saidomys parvus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Saidomys	parvus		2024/12/13 12:13:40.574
species	Saidomys transversus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Saidomys	transversus		2024/12/13 12:13:40.574
genus	Spelaeomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Spelaeomys			2024/12/13 12:13:40.574
genus	Stenocephalemys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stenocephalemys			2024/12/13 12:13:40.574
genus	Stephanomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys		Ruiz Bustos, 1986	2024/12/13 12:13:40.574
species	Stephanomys alcalai	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	alcalai		2024/12/13 12:13:40.574
species	Stephanomys balcellsi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	balcellsi		2024/12/13 12:13:40.574
species	Stephanomys calveti	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	calveti		2024/12/13 12:13:40.574
species	Stephanomys cordii	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	cordii	Ruiz Bustos, 1986	2024/12/13 12:13:40.574
species	Stephanomys debruijini	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	debruijini		2024/12/13 12:13:40.574
species	Stephanomys debruijni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	debruijni		2024/12/13 12:13:40.574
species	Stephanomys donnezani	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	donnezani		2024/12/13 12:13:40.574
species	Stephanomys dubari	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	dubari		2024/12/13 12:13:40.574
species	Stephanomys lasallei	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	lasallei		2024/12/13 12:13:40.574
species	Stephanomys laynensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	laynensis		2024/12/13 12:13:40.574
species	Stephanomys margaritae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	margaritae		2024/12/13 12:13:40.574
species	Stephanomys minor	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	minor		2024/12/13 12:13:40.574
species	Stephanomys progressus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	progressus		2024/12/13 12:13:40.574
species	Stephanomys ramblensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	ramblensis		2024/12/13 12:13:40.574
species	Stephanomys schaubi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	schaubi		2024/12/13 12:13:40.574
species	Stephanomys stadii	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	stadii		2024/12/13 12:13:40.574
species	Stephanomys thaleri	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	thaleri		2024/12/13 12:13:40.574
species	Stephanomys vandeweerdi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	vandeweerdi		2024/12/13 12:13:40.574
genus	Tectonomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Tectonomys			2024/12/13 12:13:40.574
species	Tectonomys africanus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Tectonomys	africanus		2024/12/13 12:13:40.574
genus	Vandeleuria	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Vandeleuria			2024/12/13 12:13:40.574
species	Vandeleuria oleracea	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Vandeleuria	oleracea		2024/12/13 12:13:40.574
genus	Vernaya	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Vernaya			2024/12/13 12:13:40.574
species	Vernaya prefulva	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Vernaya	prefulva		2024/12/13 12:13:40.574
genus	Wushanomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Wushanomys			2024/12/13 12:13:40.574
species	Wushanomys ultimus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Wushanomys	ultimus		2024/12/13 12:13:40.574
genus	Yunomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Yunomys			2024/12/13 12:13:40.574
species	Yunomys wui	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Yunomys	wui		2024/12/13 12:13:40.574
subfamily	Myocricetodontinae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae					2024/12/13 12:13:40.574
genus	Boltimys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Boltimys			2024/12/13 12:13:40.574
species	Boltimys broomi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Boltimys	broomi		2024/12/13 12:13:40.574
genus	Calomyscus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Calomyscus			2024/12/13 12:13:40.574
species	Calomyscus delicatus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Calomyscus	delicatus		2024/12/13 12:13:40.574
species	Calomyscus minor	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Calomyscus	minor		2024/12/13 12:13:40.574
genus	Dakkamyoides	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Dakkamyoides			2024/12/13 12:13:40.574
species	Dakkamyoides lavocati	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Dakkamyoides	lavocati		2024/12/13 12:13:40.574
species	Dakkamyoides perplexus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Dakkamyoides	perplexus		2024/12/13 12:13:40.574
genus	Dakkamys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Dakkamys			2024/12/13 12:13:40.574
species	Dakkamys asiaticus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Dakkamys	asiaticus		2024/12/13 12:13:40.574
species	Dakkamys barryi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Dakkamys	barryi		2024/12/13 12:13:40.574
species	Dakkamys zaiani	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Dakkamys	zaiani		2024/12/13 12:13:40.574
genus	Mellalomys	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Mellalomys			2024/12/13 12:13:40.574
species	Mellalomys atlasi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Mellalomys	atlasi		2024/12/13 12:13:40.574
species	Mellalomys kandoulati	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Mellalomys	kandoulati		2024/12/13 12:13:40.574
species	Mellalomys rhassoulensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Mellalomys	rhassoulensis		2024/12/13 12:13:40.574
genus	Myocricetodon	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Myocricetodon			2024/12/13 12:13:40.574
species	Myocricetodon afoudensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Myocricetodontinae		Myocricetodon	afoudensis		2024/12/13 12:13:40.574
